Time Frame,Rotation X,Rotation Y,Rotation Z,Acceleration X,Acceleration Y,Acceleration Z
0.0231389999389648,0.011396094225347042,0.09534825384616852,-0.0625491589307785,0.02614670991897583,0.028427671641111374,-0.0026689767837524414
0.0235042572021484,-0.08145581185817719,0.02733674645423889,0.035341449081897736,0.002022266387939453,-0.02103409171104431,-0.013593822717666626
0.0306570529937744,-0.11136937141418457,0.07012563943862915,0.000540059176273644,-0.008627653121948242,0.009677931666374207,-0.005296528339385986
0.034708023071289,0.003119255881756544,-0.07291226089000702,0.10707182437181473,-0.014762043952941895,0.00784309208393097,0.02411666512489319
0.0553290843963623,0.01800752617418766,0.006348158232867718,0.029568782076239586,-0.004781842231750488,0.013240590691566467,-0.014592409133911133
0.0581459999084472,0.038151539862155914,0.0472235381603241,-0.10282094776630402,-0.01578235626220703,-0.031031493097543716,0.004465311765670776
0.0603890419006347,0.08845119923353195,0.05699920281767845,-0.08329545706510544,-0.014732599258422852,0.014345705509185791,-0.01271885633468628
0.0629231929779052,-0.026884982362389565,-0.12353385239839554,0.1261959969997406,-0.014085829257965088,-0.01101105660200119,0.024328142404556274
0.083367109298706,0.009519631043076515,0.029830332845449448,-0.04569614678621292,0.0033028125762939453,0.01859179511666298,0.0078123509883880615
0.0837850570678711,0.007266330532729626,0.011790411546826363,-0.009399923495948315,-0.005125820636749268,-0.005184441804885864,-0.0005030333995819092
0.090588092803955,0.0020420073997229338,0.01609068363904953,-0.021785220131278038,0.01754474639892578,0.011429592967033386,0.014476001262664795
0.0932691097259521,-0.05497214198112488,-0.03053133189678192,0.068672776222229,-0.010219335556030273,-0.014256075024604797,0.017718017101287842
0.1136603355407714,-0.07746906578540802,-0.019569676369428635,-0.028395984321832657,0.0036016106605529785,-0.03635648638010025,0.007100224494934082
0.1140761375427246,-0.05332458019256592,0.01866629347205162,-0.013153382577002048,0.006141483783721924,0.004982396960258484,0.005848318338394165
0.1210720539093017,0.0055029187351465225,-0.01691788248717785,0.09465217590332031,0.009722590446472168,-0.014196038246154785,0.0024560093879699707
0.1268930435180664,-0.015379592776298523,-0.012589664198458195,0.014537367038428783,0.0023933053016662598,0.00039108842611312866,0.00048828125
0.1440691947937011,-0.057039424777030945,-0.014707609079778194,0.020301247015595436,0.00026988983154296875,-0.00486181303858757,0.007343173027038574
0.144327163696289,-0.04422428831458092,-0.0026801079511642456,-0.017685549333691597,0.004127681255340576,0.006137371063232422,0.0039049386978149414
0.1533470153808593,0.07739681750535965,-0.012639780528843403,0.06520480662584305,0.01187586784362793,0.011402085423469543,-0.0020632147789001465
0.1542160511016845,0.19898968935012817,0.19114474952220917,-0.09451774507761002,0.0049703121185302734,-0.013420939445495605,-0.006880462169647217
0.1755051612854004,-0.0381818450987339,-0.018400447443127632,0.023797977715730667,-0.0009534358978271484,0.0022141002118587494,-0.0012761950492858887
